,LATITUDE,LONGITUDE,NUMBER OF PERSONS INJURED
82238,40.889217,-73.866875,0.0
688684,40.616642,-74.06802,0.0
610511,40.814686,-73.93085,0.0
835140,40.7187821,-73.9450835,0.0
573583,40.73706,-73.85266,0.0
592746,40.57811,-74.10215,0.0
294002,40.562675,-74.1143,0.0
259426,40.831333,-73.92167,0.0
512567,40.757107,-73.997314,0.0
838231,40.7733356,-73.9550538,1.0
88176,40.750885,-73.81942,0.0
410669,40.864002,-73.834045,0.0
14619,40.839497,-73.90456,0.0
416270,40.614258,-74.12258,1.0
28358,40.690285,-73.79139,0.0
390249,40.627365,-74.166565,0.0
14300,,,0.0
600195,,,0.0
79118,40.722317,-73.999405,1.0
357201,40.66846,-73.94229,0.0
498778,40.70936,-73.78878,0.0
587257,40.86114,-73.91337,0.0
802079,40.703445,-74.0131,0.0
631915,40.750656,-73.79135,0.0
811571,,,0.0
307518,40.582287,-74.16907,1.0
535462,40.748547,-73.89584,0.0
208769,,,2.0
34733,40.80398,-73.831085,0.0
214814,40.654453,-73.73678,0.0
384268,40.759293,-73.76334,0.0
339145,40.803425,-73.93309,0.0
82971,40.722576,-73.94049,0.0
506531,40.84541,-73.891136,1.0
799482,40.579372,-74.16948,0.0
160750,40.751446,-74.001434,0.0
811545,,,0.0
123701,40.84351,-73.88081,0.0
480176,40.711845,-73.859764,0.0
235557,40.598553,-74.07968,1.0
459744,40.744934,-73.86792,1.0
436478,40.720657,-73.94368,0.0
474188,40.614586,-73.98429,0.0
555067,,,0.0
634476,40.77696,-73.959564,0.0
424592,40.632103,-73.90693,0.0
656325,40.8380117,-73.8732802,0.0
244835,40.665916,-73.92547,0.0
92921,40.756138,-73.98318,0.0
457137,40.804253,-73.948074,0.0
634386,40.824703,-73.944275,0.0
393378,40.857414,-73.92282,1.0
220636,40.752975,-73.91024,0.0
810249,,,0.0
397697,40.687653,-73.93804,0.0
537584,40.60871,-73.96215,0.0
190972,40.6491,-73.94649,0.0
322615,40.828407,-73.84392,0.0
88805,40.751392,-73.98378,0.0
244908,40.696198,-73.98869,0.0
475646,40.74933,-73.98267,0.0
655721,40.7489306,-73.800828,0.0
609129,40.719048,-73.99648,0.0
370831,40.69142,-73.7875,0.0
211495,40.823433,-73.89988,0.0
743501,40.741623,-73.87918,1.0
133110,40.676373,-73.84701,0.0
263713,40.83121,-73.850876,0.0
187896,40.69942,-73.86878,0.0
330836,40.80719,-73.92431,0.0
544677,40.68742,-73.999725,0.0
796639,40.545166,-74.14623,0.0
409981,40.678577,-73.867935,0.0
85523,40.65108,-73.97163,0.0
813776,,,0.0
822928,,,0.0
12584,40.62418,-73.97048,0.0
94613,40.69365,-73.98333,0.0
6753,40.84636,-73.84463,2.0
412375,40.83772,-73.92763,0.0
741282,40.690758,-73.99624,0.0
713052,40.669823,-73.78883,0.0
634606,40.840874,-73.91979,2.0
261633,40.681442,-73.89096,0.0
99175,40.629166,-74.128815,0.0
26510,40.59581,-73.94204,0.0
513998,40.67569,-73.89747,0.0
746747,40.58695,-74.16416,0.0
86888,40.682182,-73.864075,0.0
280813,40.84956,-73.83401,0.0
389325,40.851498,-73.852295,0.0
244538,40.83609,-73.87039,0.0
824484,40.787045,-73.811714,0.0
500382,40.757355,-73.73887,0.0
189922,40.678516,-73.963905,1.0
750985,40.781387,-73.95213,0.0
777129,,,2.0
342798,,,0.0
150271,40.659554,-73.73949,0.0
299296,40.64581,-73.908424,0.0
9185,40.729404,-73.99455,1.0
129478,40.86177,-73.91848,2.0
700133,40.766617,-73.98667,0.0
228341,,,0.0
59842,40.834007,-73.87568,0.0
401504,40.731983,-73.91912,0.0
618898,40.656307,-73.91887,0.0
563036,,,0.0
18284,40.70324,-73.907265,1.0
73664,40.67066,-73.957985,0.0
600670,40.72389,-73.84655,1.0
325134,40.683655,-73.79625,0.0
344158,40.770573,-73.982155,0.0
294949,40.697605,-73.92962,1.0
636586,40.66621,-73.76737,0.0
168474,40.66632,-73.83481,0.0
315698,40.761406,-73.80385,0.0
78337,40.87469,-73.8865,1.0
42880,40.762287,-73.97027,0.0
412048,40.88263,-73.839516,1.0
554443,40.7466186,-73.9938142,0.0
811960,,,0.0
533124,40.666306,-73.79171,0.0
685195,40.65461,-73.922,0.0
152873,40.821003,-73.89787,0.0
617128,40.75234,-73.833206,1.0
45127,40.73539,-73.988075,0.0
687878,40.727867,-73.99315,0.0
261325,40.784935,-73.796776,0.0
459605,40.615356,-73.976234,1.0
784577,40.75203,-73.92915,1.0
692125,40.804344,-73.92158,0.0
645820,40.847324,-73.85983,1.0
477384,,,0.0
782070,40.715916,-73.73307,0.0
135839,40.75333,-73.70682,0.0
88853,40.746902,-73.834694,0.0
576471,40.828407,-73.84392,0.0
548956,40.760857,-73.961075,1.0
421327,40.68645,-73.761185,0.0
412307,40.813828,-73.911606,0.0
126712,40.817898,-73.938095,1.0
499110,40.66755,-73.773575,0.0
831952,40.7645902,-73.9045132,0.0
730761,40.52782,-74.18882,0.0
143033,40.76324,-73.98645,0.0
237675,,,1.0
186567,,,0.0
693386,40.712902,-73.90608,0.0
607244,40.54909,-74.22084,0.0
332020,40.835358,-73.94022,0.0
380267,40.602295,-73.752174,1.0
228180,40.743225,-73.83778,0.0
58674,,,0.0
569314,40.737229,-74.0006459,0.0
243542,40.690346,-73.99206,0.0
115468,40.85971,-73.85736,0.0
556628,40.6588759,-73.9475224,1.0
761430,40.853912,-73.90377,2.0
788091,40.788685,-73.94386,0.0
320233,40.832344,-73.89269,0.0
416228,40.669518,-73.76904,0.0
490793,40.690693,-73.81392,0.0
608334,40.67185,-73.99069,0.0
8409,40.818893,-73.89229,0.0
798776,40.797,-73.93778,0.0
723108,40.739956,-73.89421,1.0
763773,40.725304,-73.98359,0.0
286606,40.665955,-73.76084,1.0
775894,40.667522,-73.78063,0.0
510403,40.768024,-73.97029,1.0
407346,40.65207,-74.00676,0.0
559171,40.7665589,-73.9629283,1.0
613452,40.688408,-73.80028,0.0
799403,40.88953,-73.86565,0.0
121512,40.86808,-73.90858,1.0
541228,40.74357,-73.992325,2.0
828307,40.888992,-73.8892,0.0
814929,40.75846,-73.87833,0.0
44766,40.738285,-73.89773,0.0
75277,40.764362,-73.96162,0.0
544907,40.752377,-73.98804,0.0
548588,40.660015,-73.960976,0.0
318439,40.769886,-73.92781,0.0
191157,40.777092,-73.98211,1.0
655195,40.7526925,-73.9730457,0.0
641701,40.76321,-73.97857,0.0
629644,40.636913,-74.126816,1.0
437642,40.679173,-73.9207,1.0
557643,40.8486328,-73.8279998,0.0
545805,40.751842,-73.761444,0.0
764920,40.752743,-73.97511,0.0
612569,40.84678,-73.8838,1.0
736,40.763664,-73.95609,0.0
58312,40.703484,-73.937836,0.0
474577,40.767014,-73.934944,0.0
684702,40.62807,-74.03025,0.0
148623,40.68769,-73.85044,0.0
118235,40.821365,-73.89836,0.0
335522,40.76401,-73.881165,0.0
673642,40.832165,-73.82555,0.0
583666,40.735844,-74.00597,0.0
322788,40.72227,-73.91064,0.0
217462,40.775677,-73.9826,0.0
37502,40.714436,-73.974754,0.0
432691,40.60168,-74.1633,0.0
672754,40.773235,-73.89035,0.0
648722,40.741077,-74.001564,0.0
708969,40.69609,-73.89632,0.0
731353,40.713013,-73.90802,1.0
147211,40.764614,-73.95833,0.0
836865,40.6734869,-73.9729552,0.0
822227,40.709957,-73.96112,0.0
777251,40.753944,-73.972145,0.0
779203,40.742226,-73.99702,0.0
302424,40.679676,-73.87863,1.0
370184,40.590015,-74.09177,0.0
406662,40.6587,-73.83111,0.0
302729,40.89645,-73.88445,0.0
334448,40.682373,-73.96162,1.0
574001,40.840836,-73.87258,0.0
693038,40.72147,-73.78444,1.0
666016,40.768013,-73.73799,0.0
135278,40.88525,-73.907715,0.0
628687,40.84171,-73.90432,0.0
836846,40.7655201,-73.9800367,0.0
55579,40.821087,-73.9038,1.0
441484,40.69382,-73.72694,0.0
390036,40.712452,-73.882065,0.0
757129,40.669144,-73.76591,0.0
596169,40.726536,-73.988365,0.0
363557,40.61586,-73.944786,0.0
657177,40.6170038,-73.9691095,0.0
246695,40.71678,-73.88035,0.0
438930,40.744682,-73.93325,0.0
17005,40.69644,-73.92228,0.0
670966,40.706142,-73.83177,1.0
350184,40.68781,-73.9237,0.0
827330,40.72895,-73.97182,0.0
813455,,,0.0
219378,40.72145,-73.84399,0.0
205355,,,0.0
217869,,,0.0
739494,40.670673,-73.89528,0.0
516987,,,3.0
352572,40.621124,-73.9645,0.0
473715,40.602856,-73.98447,0.0
531013,40.851307,-73.94046,0.0
535027,40.825924,-73.85705,0.0
474918,40.778484,-73.94526,1.0
563306,40.763574,-73.9218819,0.0
683097,40.533833,-74.194885,1.0
254811,40.744724,-74.008385,0.0
29814,40.875122,-73.905174,0.0
215369,40.675407,-73.90375,0.0
239951,40.665756,-73.878105,0.0
681331,40.575653,-74.10455,0.0
712956,40.777504,-73.954956,0.0
405979,40.688614,-73.989174,0.0
659045,40.7329423,-73.8496051,0.0
269052,40.601204,-73.91303,2.0
785461,40.675827,-73.817276,2.0
173392,40.775383,-73.923035,0.0
321741,40.661167,-73.87969,0.0
528120,,,1.0
354267,40.740273,-73.89586,0.0
152978,40.61652,-73.98586,0.0
166317,40.84211,-73.82557,0.0
51934,,,0.0
686446,40.817734,-73.8047,0.0
392521,40.70523,-73.80358,1.0
754938,40.680473,-73.9614,4.0
330402,,,0.0
705979,40.762894,-73.98369,0.0
634901,40.633606,-73.91623,0.0
222933,40.63082,-73.88636,0.0
265973,40.802444,-73.938835,1.0
575224,40.670425,-73.9151,0.0
713789,40.672348,-73.73158,0.0
458878,40.866814,-73.931595,1.0
248060,40.720284,-73.730545,0.0
347268,40.692463,-73.81082,0.0
629830,40.74943,-73.89588,0.0
543728,40.80635,-73.9212,0.0
817707,,,0.0
176505,40.89874,-73.870895,0.0
9002,40.686882,-73.87908,0.0
456000,40.69055,-73.83405,1.0
731338,40.838665,-73.93666,0.0
726826,40.757233,-73.9898,0.0
208280,40.750885,-73.81942,1.0
607545,40.676144,-73.893074,0.0
597906,40.583057,-73.973114,0.0
770268,40.783844,-73.979996,1.0
552226,40.6022,-74.06312,0.0
815710,,,0.0
590277,40.852673,-73.919106,1.0
112041,40.803143,-73.97256,0.0
704732,40.699577,-73.868645,1.0
278595,40.853813,-73.90734,1.0
304911,40.597435,-73.74713,2.0
654262,40.6475898,-74.0114127,0.0
789286,40.557224,-74.161514,1.0
575905,40.62318,-74.14925,0.0
725052,40.756035,-73.751396,0.0
409311,40.83643,-73.87415,0.0
347263,40.684937,-73.91014,0.0
480926,40.527676,-74.23482,0.0
506325,40.70698,-73.76387,0.0
144470,,,0.0
475085,40.704422,-73.99491,0.0
17369,40.783306,-73.952805,0.0
70328,40.771305,-73.87664,0.0
585465,40.6022,-74.06312,1.0
636620,40.696033,-73.98453,0.0
503507,40.730717,-73.87524,1.0
52864,40.621403,-74.02893,0.0
394158,40.757748,-73.97146,0.0
740561,,,0.0
715756,40.767174,-73.93765,0.0
609008,40.82143,-73.87941,0.0
443029,40.654137,-73.91234,0.0
582730,40.578938,-73.98522,0.0
163550,40.60604,-73.978294,0.0
243002,40.715176,-73.951965,0.0
572767,,,0.0
797497,40.557293,-74.12731,0.0
581805,40.621403,-74.02893,0.0
20907,40.846104,-73.93609,0.0
686778,40.607075,-74.00406,0.0
182176,40.594265,-74.07909,1.0
679522,40.764347,-73.92347,0.0
123267,40.803696,-73.93792,0.0
357817,40.65768,-73.925415,0.0
758742,,,0.0
377787,40.82523,-73.94761,0.0
551603,40.59701,-74.06545,0.0
827018,,,1.0
399574,,,0.0
32271,40.781677,-73.83871,2.0
297625,40.600014,-73.94567,3.0
332366,40.63512,-73.950096,0.0
160709,40.57634,-73.96853,0.0
603926,40.723656,-73.93309,0.0
146128,40.718792,-73.98902,0.0
318514,40.78167,-73.83076,0.0
685342,40.798256,-73.82744,1.0
188199,40.611816,-73.94117,2.0
61628,40.8439,-73.91171,0.0
239780,40.841682,-73.88832,1.0
347719,40.853813,-73.90734,1.0
579791,40.68984,-73.945206,1.0
141586,40.76657,-73.888466,0.0
394430,40.60957,-73.81905,0.0
827881,40.727844,-73.98223,1.0
757996,,,0.0
216005,40.834503,-73.93037,0.0
742357,40.854553,-73.93485,0.0
525027,40.87054,-73.9059,0.0
330281,40.725082,-73.99534,0.0
430461,40.62143,-73.91746,0.0
565721,40.679049,-73.9585677,0.0
653532,40.8160806,-73.9176873,0.0
83054,40.84508,-73.85959,1.0
48851,40.866177,-73.83798,1.0
178856,40.688614,-73.989174,0.0
39915,40.74871,-73.70662,0.0
661973,40.586536,-73.93345,0.0
797050,40.72892,-73.791084,0.0
472329,40.637894,-73.99838,0.0
329908,40.820114,-73.89362,0.0
91965,40.706734,-73.80627,1.0
772340,40.638428,-73.951164,2.0
225053,40.811203,-73.96158,0.0
787769,40.621845,-74.04143,0.0
442240,,,0.0
511058,40.699413,-73.95902,0.0
146510,40.64663,-73.95566,0.0
810921,40.74135,-73.981316,0.0
116771,40.69957,-73.91084,4.0
608471,,,0.0
73163,40.667976,-73.79814,0.0
97483,40.7606,-73.96434,0.0
120244,40.720165,-73.844795,0.0
535766,40.702045,-73.9156,0.0
708976,40.81622,-73.92125,1.0
77231,40.81728,-73.938545,0.0
528849,40.655834,-73.839035,0.0
241186,,,0.0
584372,40.66997,-73.9757,0.0
112919,40.665348,-73.72986,0.0
172343,40.879448,-73.86515,1.0
461877,40.75776,-73.7834,0.0
113838,40.740643,-73.98747,0.0
470676,40.6707,-73.77366,2.0
11217,40.69595,-73.93764,0.0
218284,40.67308,-73.91124,0.0
610980,40.67567,-73.89785,0.0
143874,40.76465,-73.823494,0.0
510632,40.647453,-74.01269,0.0
235723,,,0.0
170564,40.74845,-73.99431,0.0
718170,40.58265,-73.98626,0.0
764990,,,0.0
132030,40.81275,-73.94558,0.0
443643,40.681484,-73.87505,0.0
508418,40.679794,-73.93873,0.0
287329,,,0.0
685560,40.75732,-73.834015,0.0
215337,40.691982,-73.83369,0.0
35361,40.8154,-73.916084,0.0
212924,40.8666,-73.895454,1.0
11160,40.670124,-73.95528,0.0
71510,40.677834,-73.88509,0.0
798823,40.729263,-73.97519,0.0
707399,40.63665,-73.948074,0.0
748847,40.74084,-73.72681,0.0
651489,40.6541418,-73.8873109,0.0
113382,40.757183,-73.83396,1.0
573536,40.64705,-73.895424,1.0
364664,,,0.0
170567,40.690468,-73.9879,1.0
274733,40.813915,-73.93477,0.0
456243,40.737785,-73.93496,0.0
653960,40.6951132,-73.8124804,0.0
469639,40.68583,-73.9604,0.0
592525,40.778873,-73.769356,0.0
522398,40.84889,-73.867455,0.0
17245,40.70509,-74.016464,0.0
699501,40.763836,-73.78935,0.0
732631,40.75645,-73.97032,0.0
555123,40.8379528,-73.8514457,1.0
793254,40.693142,-73.92631,0.0
498640,40.906555,-73.88658,0.0
572159,40.6107448,-74.0958285,1.0
447914,,,0.0
133390,40.88643,-73.895805,2.0
721723,40.83335,-73.93524,0.0
687236,40.76432,-73.9772,0.0
749048,40.827923,-73.94195,0.0
608494,40.609917,-73.89746,0.0
432904,40.815697,-73.91678,0.0
116278,40.665257,-73.735344,0.0
574343,40.72245,-73.84626,0.0
462036,40.58987,-73.93699,0.0
455327,40.749283,-73.756645,0.0
769156,40.709225,-73.843155,0.0
375838,40.61318,-73.924324,0.0
387857,40.755554,-73.91848,0.0
482356,40.80543,-73.95983,0.0
578190,40.62016,-74.076965,0.0
209062,,,0.0
738024,40.747627,-73.976746,0.0
283446,40.78849,-73.78973,0.0
98905,40.815742,-73.86023,0.0
535351,40.69595,-73.86237,0.0
242334,40.832222,-73.8574,3.0
758701,,,0.0
310485,,,0.0
832233,40.7814295,-73.9541782,0.0
466259,40.72619,-73.90409,0.0
525381,40.69819,-73.96191,0.0
115800,40.748398,-73.99995,0.0
729945,40.71335,-73.90381,0.0
154454,,,0.0
759447,40.725025,-74.005905,0.0
189100,40.66016,-73.75579,3.0
149214,40.618973,-74.029915,0.0
119324,,,0.0
682677,40.74281,-73.937744,0.0
819963,40.72716,-73.99974,0.0
190348,40.770554,-73.83551,0.0
582315,40.767494,-73.95933,0.0
574742,40.64953,-73.91633,2.0
763196,40.644432,-73.9296,0.0
429847,40.837986,-73.834915,0.0
167325,40.75895,-73.83192,0.0
71837,40.764053,-73.8422,0.0
225612,40.69869,-73.83806,0.0
86783,40.875,-73.87471,0.0
159225,40.8059,-73.92523,0.0
833460,40.6517331,-73.930381,0.0
227594,40.722057,-74.00906,0.0
190384,,,0.0
725102,40.8047,-73.91243,0.0
529977,40.724136,-73.992615,0.0
516420,40.708935,-73.77721,0.0
125545,40.88157,-73.87479,0.0
500060,40.76813,-73.87625,6.0
89329,40.659412,-73.93896,0.0
385979,40.804634,-73.966385,0.0
405902,40.728287,-73.84722,1.0
581653,40.580128,-73.9546,0.0
655491,40.7484001,-73.9999386,0.0
598927,40.83518,-73.93978,0.0
785933,40.88263,-73.839516,2.0
364956,40.861862,-73.91282,0.0
687492,40.809284,-73.92927,0.0
492286,,,1.0
240252,40.757694,-74.000595,0.0
719309,40.87327,-73.88,0.0
523172,40.802094,-73.95588,0.0
175353,40.827335,-73.88671,0.0
771805,40.709026,-73.81333,0.0
182739,40.740093,-73.89986,0.0
346041,40.83862,-73.92708,0.0
15783,40.68597,-73.92668,0.0
252138,40.874992,-73.81846,0.0
286337,40.80532,-73.920876,1.0
42560,40.70512,-73.75202,0.0
498303,40.739193,-73.90128,0.0
773965,40.58202,-73.97114,0.0
690523,40.703777,-73.799065,0.0
765256,40.675632,-73.89878,0.0
32868,40.845562,-73.9307,0.0
514004,40.778225,-73.95863,0.0
669234,40.585922,-74.10526,0.0
368560,40.744442,-73.979065,2.0
358336,40.583652,-73.94356,0.0
30130,40.707966,-74.013596,0.0
708133,40.680153,-73.9375,0.0
534908,40.700592,-73.85457,0.0
283896,40.845833,-73.90388,0.0
54163,40.746117,-73.9449,0.0
405634,40.629055,-73.94833,0.0
336283,40.74044,-74.00203,0.0
200730,40.61306,-73.92618,0.0
555474,40.7495629,-73.8547936,1.0
350972,40.59567,-74.073685,0.0
602696,40.654705,-74.00731,0.0
563321,40.7657317,-73.9264388,1.0
199081,40.630302,-74.14248,0.0
493379,40.773335,-73.95506,0.0
575812,40.816372,-73.918816,0.0
66516,40.708424,-73.95791,0.0
638909,40.7125,-73.84695,1.0
585921,40.762737,-73.9597,0.0
564019,40.6285858,-73.9211176,0.0
125269,,,0.0
604081,,,0.0
531249,40.753826,-73.80558,0.0
389813,40.86488,-73.892525,0.0
435955,40.78017,-73.9551,1.0
717125,40.807713,-73.94132,0.0
555132,40.7648983,-73.9725534,1.0
383533,40.61087,-74.10041,3.0
745592,40.84942,-73.9303,0.0
415120,,,0.0
2251,,,0.0
202444,40.742996,-73.868675,0.0
199200,40.818394,-73.95089,0.0
506033,40.533882,-74.16231,0.0
653464,40.89163,-73.85184,0.0
710330,40.607147,-73.749596,1.0
655752,40.8211442,-73.9575218,2.0
174029,40.828316,-73.93118,0.0
750934,40.630928,-74.11516,0.0
300113,40.63739,-73.91038,1.0
798220,40.68275,-73.82043,0.0
666687,40.625973,-73.97624,0.0
577277,40.7374,-73.931915,0.0
398471,40.66786,-73.76656,0.0
370693,40.75835,-73.8052,0.0
53333,40.696033,-73.98453,0.0
636726,40.6678,-73.801414,0.0
391334,40.704525,-73.86939,0.0
521639,40.75044,-73.985306,0.0
763652,40.759686,-73.71495,0.0
100242,40.619354,-73.932755,0.0
187520,40.89989,-73.89553,0.0
163448,40.853477,-73.82622,0.0
628438,40.7122,-73.86208,0.0
215620,40.728855,-74.00527,0.0
71987,40.634895,-74.167534,1.0
83948,40.714554,-73.83147,0.0
254604,,,0.0
761555,40.704758,-73.90807,0.0
692891,40.717342,-73.99118,0.0
651601,40.7367475,-73.852476,0.0
557645,40.7158658,-73.8986021,0.0
542389,,,0.0
362497,40.651863,-73.86536,0.0
626173,40.693172,-73.97086,0.0
418209,40.646626,-73.90399,0.0
692456,40.6247,-73.94358,0.0
454232,40.69626,-73.97446,1.0
620809,40.724174,-73.937355,0.0
333581,40.650726,-73.94567,0.0
535672,40.72337,-73.8483,0.0
134865,40.57521,-73.968796,0.0
354924,40.607983,-73.96071,0.0
651498,40.8870975,-73.860862,0.0
107362,40.840225,-73.91769,1.0
812891,40.736534,-73.85548,0.0
497935,40.547977,-74.200386,0.0
593057,40.88794,-73.84178,0.0
677675,40.723747,-74.00612,0.0
628491,40.767735,-73.9185,0.0
104993,40.625973,-73.97624,0.0
135377,40.66955,-73.94497,1.0
742020,40.80417,-73.966705,3.0
825000,,,0.0
157442,40.709805,-73.76882,0.0
649581,40.587635,-74.091125,0.0
795069,40.78963,-73.79544,0.0
260093,40.769737,-73.96271,0.0
59052,40.72159,-73.9458,0.0
449627,40.68947,-73.96911,1.0
264500,40.867554,-73.847206,0.0
801236,40.8233,-73.88003,3.0
648714,40.682556,-73.86348,0.0
505023,40.69964,-73.95756,0.0
813934,,,0.0
473786,40.711876,-73.99868,1.0
185596,40.681137,-73.95567,1.0
241466,40.709003,-73.92234,0.0
838917,40.8255779,-73.9184596,1.0
289050,40.728676,-73.98605,0.0
729011,40.657753,-73.89612,0.0
306747,,,1.0
428957,40.71709,-73.94024,2.0
587789,40.86804,-73.879105,2.0
617909,40.76432,-73.9772,0.0
184456,,,0.0
727335,40.820053,-73.92666,0.0
142029,40.65594,-73.95515,0.0
259333,40.67731,-73.89913,0.0
604194,40.665794,-73.7464,0.0
778043,40.719067,-73.99336,2.0
275221,40.619396,-73.969574,0.0
625391,40.69253,-73.95985,0.0
147963,40.616695,-74.00761,0.0
301333,40.720505,-73.99684,0.0
666257,40.83241,-73.89072,0.0
494672,40.669098,-73.93666,0.0
135667,40.602295,-73.752174,0.0
736377,40.807037,-73.949745,1.0
592158,40.68033,-73.905975,0.0
817972,,,0.0
211259,40.82056,-73.899864,0.0
833839,40.7429828,-73.9348688,0.0
769751,40.697933,-73.892006,0.0
271055,40.760098,-73.9214,1.0
366939,,,1.0
256418,40.767612,-73.950005,2.0
213210,40.866047,-73.87207,0.0
226760,40.74564,-73.97997,0.0
521561,40.648148,-73.89169,0.0
492042,40.85771,-73.89151,0.0
153959,40.654327,-73.9221,0.0
730174,40.753693,-73.89831,0.0
451188,40.76979,-73.988075,0.0
436064,,,0.0
20282,40.71908,-73.98508,0.0
760906,40.689064,-74.00076,0.0
804772,40.76502,-73.9174,0.0
810785,40.67525,-73.81145,1.0
186214,40.90348,-73.85035,0.0
187503,40.640118,-73.96685,0.0
372760,40.62234,-73.95575,0.0
760549,40.711227,-73.72826,0.0
381014,40.878822,-73.89855,0.0
15823,40.777092,-73.98211,0.0
369703,40.58401,-73.98587,0.0
808005,,,0.0
533875,40.79021,-73.97504,0.0
164268,40.879864,-73.87596,0.0
416030,40.742905,-73.83932,0.0
548027,40.62955,-73.98306,0.0
410629,40.62715,-74.16544,0.0
65510,40.83301,-73.95027,4.0
496086,40.76093,-73.82678,0.0
395310,40.78917,-73.95275,1.0
164129,40.666996,-73.86789,1.0
823166,40.68039,-73.94956,0.0
554692,40.8050452,-73.9369284,0.0
396252,40.692547,-73.990974,0.0
324394,40.70804,-73.84503,0.0
588235,40.68103,-73.883354,0.0
677413,40.654396,-73.95961,1.0
506860,40.663067,-73.9859,0.0
610726,40.7493,-73.89758,0.0
538194,40.759842,-73.984184,0.0
111900,40.659016,-73.95673,1.0
650597,,,0.0
338420,40.765823,-73.82373,0.0
490506,40.689144,-73.99071,0.0
198368,40.560394,-74.120056,1.0
744100,40.723515,-73.75264,0.0
70675,40.747307,-73.99159,1.0
576588,40.73975,-74.00253,1.0
22847,,,1.0
23257,,,0.0
249108,40.680477,-73.951164,0.0
500605,40.72337,-73.8483,0.0
303264,40.576626,-73.98478,2.0
645372,40.73132,-73.98862,0.0
591158,40.745148,-73.93348,0.0
136230,40.712,-73.82546,0.0
16786,40.829994,-73.86981,0.0
259931,40.811638,-73.9316,0.0
816008,40.8296864,-73.867761,0.0
293802,40.741234,-73.84573,0.0
349036,40.705826,-73.79397,0.0
149188,,,1.0
506153,40.750763,-73.97446,0.0
586692,40.709316,-73.93301,0.0
682634,40.75645,-73.97032,0.0
448571,40.76031,-73.9717,0.0
166124,40.707893,-73.8732,0.0
169522,40.635025,-73.99213,0.0
199005,,,0.0
199832,40.664948,-73.94262,1.0
113310,40.838997,-73.91073,0.0
348726,40.79924,-73.93304,0.0
467613,40.60791,-73.94814,0.0
744347,40.704422,-73.792854,0.0
574268,40.60442,-73.7532,0.0
738947,40.70768,-73.74512,0.0
738567,40.65638,-73.98066,0.0
685287,40.665688,-73.939766,0.0
511936,40.63868,-73.91682,2.0
164019,40.726173,-73.86489,0.0
423712,40.72613,-73.75658,0.0
612917,40.82168,-73.85497,0.0
659668,,,0.0
568051,40.7688196,-73.7918188,0.0
442828,40.69295,-73.956276,1.0
301852,40.582756,-74.13041,2.0
156183,40.69424,-73.810905,1.0
761797,40.684258,-73.84604,0.0
772103,40.744007,-73.9857,0.0
468005,40.808006,-73.91434,0.0
370775,40.78763,-73.80218,1.0
825070,,,0.0
256172,40.654957,-74.007034,1.0
57082,40.82751,-73.92495,2.0
650622,,,0.0
153683,40.719902,-74.00261,0.0
230794,40.753998,-73.94244,0.0
121362,40.735794,-73.85807,1.0
826210,40.638615,-73.98482,0.0
395180,40.593163,-73.9086,0.0
770314,,,0.0
621329,40.571625,-74.11192,0.0
309527,,,0.0
505210,40.622944,-74.132065,1.0
558436,,,0.0
155105,40.74754,-73.986435,0.0
566490,40.6095803,-74.00649,0.0
263692,,,0.0
429312,40.661995,-73.91959,0.0
